id,preco
79522286518792634854353998912967788405,130143.68849667785
82689802293775881487902613650793199776,131839.529368705
145087209205382180995284342956932775590,129946.98320075948
148379644220249469735831915363404593938,129548.54177258721
81783415914068556337040372580510327746,132863.87527758238
17392005129747944984443660408573750669,131043.66768167101
221003909581330971303914733428302885356,137287.26465993925
32270994133870633595828638411924379558,130405.80199463322
44743423162474884539743903954385097896,133068.36410853665
256739781367016694034266877805520625472,139964.5667854191
102069821313289958956134954896763391138,135420.47968590632
295239204594155572903470420706758961711,130427.2742605023
217043924033496343963491521400562422856,124362.25560047194
230630223901851276472648163541398202700,132493.33544220906
228794583325189840821498523768389390979,127016.49238182063
226883211751919793077312253417502568887,130614.3922125129
178727794896076301413017290746899811351,126348.87228995674
233324434070255280697734700180958891999,131351.58878350654
120196782885257163651164953359063822616,128454.38107062732
307587965035124177469706843302286678852,124810.42996624392
147918433942232310306879997092064646229,128468.12523024602
322862357217576382174561616320866894896,137822.49349531942
239523402888574028389406143855331971634,149029.16115244915
113509983214540261664688743850173663995,127301.78648620864
109891169875096641331353504149265117244,139058.74429853747
14047284765259674200352849951505593080,137064.46251552607
185048785858081984334746723407963750558,133535.0758352876
233408161489868303803711823496315975517,120777.7425739415
271868823659695867806389462405507434039,135859.33171330518
234266752075173490649523075655294035700,134665.98976599137
135193714861901808768224625797727405125,128388.04829212904
65383514239248595231552479759479421653,133409.0793036113
763500554236946546082152173974002095,127890.46856470493
263071556455718053803505933844459615897,129556.98783726858
251187863725990533753089128740859478739,120104.5959317528
254288424794027625207128200628830798586,145315.48570583574
286319605986498380547161295324785273852,131928.8610047682
18156444762146185587945140921021289232,131968.38810857813
132399590521100913284690334248594447552,132727.4477408988
103484450878268999171337512911053865440,143083.38526666063
3912270241651523146374566983699340012,143423.56774947283
289442719100949424990356122406061188257,128872.54126037697
78107569099680024366542029001316825040,130592.71534438271
35630579392702895703343792092821020757,132799.2796018088
180495442974534219664033650975071179678,128935.8592735815
310808003231123687601982759789167595573,128978.37305931421
281412885789869246852489114984059535931,129556.98783726858
115834922999693545296191213987693964898,136005.5750558661
5731801982113473737231393645963779999,135354.9781226207
256716164818036322373140286568690396129,133542.07004617422
287091925155434474451326927701130603179,138604.4613385189
34260218896401614964439670738816901101,126832.17390749532
129711525134942617432200032446355408594,130371.82376386052
63813447393601008165654825811986411111,129799.11201364695
233957718806307342910872106898233148735,135889.01212848542
138508589382193076883186189654019084427,132131.22923841423
171762617476835661595108367117122969376,127072.73052467787
7122736344425113322294078330615663312,126637.04828257932
32931879047335602142815671990698948947,125895.95600820139
230483121396274655509988841957998046697,129533.51018087528
315766672381283490639653109260892751611,139085.04759478956
301104161774368724925476221283740970391,125742.8745916161
227510606246395701960366267332503216714,134833.36143712502
228659121972304442863099815886729581779,133980.00926427974
68086809059173658965599732460689150208,138253.57908351152
169041392389609942283143480484429958744,129768.95982620219
149581053128777628511664656027161538796,131052.15461237202
66252420228989686258481184814476626799,145158.05406159014
262859967351480229982146627310415934358,133749.00011193333
317829998963593347122303395131613360494,129730.87583987576
24887841704125448157191892411715521315,139344.7035225356
230199425899098091542244974035896211783,131094.26808462842
74011957647759301081569160773746930781,144402.0609909577
144733803448319336946178686862337261379,133273.55681693292
142405383752199423425786993458884627343,134008.34139059263
173324636074769296529189625730653285809,131944.59053509287
155561347177954121142041908188975524664,131390.51417767847
86026435063413102427450773798842306387,130623.0970889641
229257356284378921190587377871031567334,119911.2229170055
249214025842220849314985638373204146912,127917.69735688962
83473208885390680674963932777363338591,133409.0793036113
180580369832354477560560602690825188300,130999.25251236053
259490022068441742630539072459542535148,131672.31277729355
120796267956232721185119513957760631683,146200.4022622694
241430542672617103205615601633306372934,150611.03827938135
53091847780640456849632756954612576434,132308.8879288076
171977066567630375608946040261692762526,140855.38909785525
201914625874463660453645362442088079106,132081.085118941
84059384063449374632880341259583908854,135159.83118707282
328387208591072585760315241990965355447,135736.6891476912
17154426494022331794126934878064958948,142568.66345795107
192000139416378047888346422176422040661,133368.27056592618
180081646479210699334128198669796160399,144118.61203888047
253986101323166575416961447245174692901,130920.9361278017
82036269311688064017582673374303244526,128037.31461415745
333919908274208141229966147873771212013,133324.47626732706
313704772228414954684896419439906454998,131215.67823318977
215781134391040786413193932814799270790,130636.46670960587
323576127340260635108064420738794619615,137429.8053838609
21266736316299428255003871822385501006,126380.80952219725
186277892327196401769009247007141845185,145708.6824307036
118653739393882803347822121960128540090,130401.72666320935
178402222675267324741137977644713188119,131455.9515605741
14111625130403982018582213981963028060,141156.35594533163
325687469192316037825715120219693138391,139089.87563509238
338873463459304189674358773507615464140,131606.95378921743
245440709240117885881946071499467553000,133367.7506754985
3992284778362807624983933766586748960,132889.73826327224
177917688273646190120585781998870609412,135869.2020346697
307183333739200840624177841605072041043,122171.01395940161
335470794133402209198153397416379022899,131058.81974292209
203204241445015520264242319199812317633,129994.7478248203
134385257647410245621873088337082618012,136232.23701035598
6540687257921476537365937337199234069,145399.1353434669
203239807831030319375520809440266391745,132695.70367585507
39376528018535015868934510381824165952,149754.18643652007
333342898325227485720191018314201595565,136188.35451055574
216088076765437530118227326459456970218,128140.93185168556
294256168413360318515649740566516009388,128127.34155697217
249324748703273289890304775287749567094,133335.23563480648
227934818343215729770705513085856574374,127620.55845572412
157501721120159053919391416852016284295,133180.04252132477
297125857657343693187052534926914461136,130427.2742605023
87136029063634093621956857943240285302,124768.68573819599
199891203388386369979675076525848750178,127238.90835250348
102123055616796056444516517520597098387,132330.84173996208
237512146312820589708317540195709404676,131151.55011650492
30984280450885534059052913279584065254,132545.46359019555
126374200467604593804720277004278327103,131273.16916172046
317466905352534178610659571519473694514,140083.38105145388
52865229602472061804485324233666817912,133542.07004617422
86984224502002234419916772572194051581,129560.77571457911
114416682475133609697441993429731470073,121090.8615963528
49500288896238366923661810598993127844,134050.33965460613
15465172849640768327142827133509494439,134469.98935825398
307334256328869249308029400432335737804,122293.34479407313
228144239113577275448986710580982616029,132243.8465137206
287139027642678210570007827534054265052,139720.14220386103
89914442558408418710315807541943703503,138626.7385446944
157724668439282941424079171387574257679,132804.4792681394
210560980823314089239746782467786021918,133622.15054305166
9533463295747584642161614887871041149,128113.24462505855
36155487406786930325759004510880817087,133961.00801854293
234127326236134497876685668798607764717,127779.85386928284
280305492068078804619353598740914253066,133492.66240595185
206680675239217462017215069720218496509,124887.75593172068
338819821210509135508780606674721178321,132428.8903959032
204709679839831821149432932813402540678,135455.97963811495
90875432458421346470025553495778630510,141685.38034550453
275475573967873268188137718480930488822,142100.1927913234
135798733167447402777119122060701579452,122896.33171786646
16467710364998450246536251528420949308,129277.609338862
154737869680607241704521619955620605087,142550.08931412082
275775611271881132098534927222118097805,126966.22234186961
60452051161648408770616607730997043495,135750.74231176457
55573982790391311975887758207573440948,131521.88216637916
253718454255114896228371873750181818324,130920.9361278017
314064790115053828119555179443554195527,137492.1812591201
189570492320793832454485868809143337405,139256.23980633105
23825261604921702409641748375342950297,130753.21913519345
202301262511978571352794896695666151810,131769.16885437453
104239568090079872488280748074678202013,142260.7848587784
118155484109908082546418446225943368418,143733.22640764283
255279298803366738058226980815231053100,123728.01685609629
205713080891740291665828451730565250400,131171.3301223371
271567936429803209749917402080660109484,135014.8912684475
83500313040262972087502975096864972395,148901.59890696788
199825580750147224320742424928048221511,130494.11841780833
35503660709160520879029443480036147850,132545.46359019555
136744533749502088151319862288356809373,131046.61834188079
14646148787543855550889731877407837757,153823.72233887564
175456875639756620367724513315924621300,128431.64763731105
171887264709983159676256955690666649895,130367.57417970238
5575201071375003157687971982995539245,143059.20506681214
11124399571277862461246801293141325136,144981.7132752872
278012921215945326618316328031414262851,140739.75797190377
127163062492495403313007757062409704463,125668.52309717902
302695598952433192347337048974293502177,129730.0419823306
339163194157299289931219327984398277845,122263.50430020776
253179630755522290489067862817016603658,132616.93712673904
107540865078806037752380310797439708594,131390.51417767847
202747226890809260721851930190733529606,138685.5414469322
198478944601280023843585927406172044192,134314.03354552272
286842543879735416835221285521231976811,128381.1971191642
143789229725002136498207123538125838974,138032.3648744778
78201854589030752101710975166249263249,132819.30536038504
71539818043384923993008937350352775921,127063.3148565766
123838437268533573587350797170799646707,125973.59729751863
165334355852046750199663818885453553125,135893.54131016173
164847888876547845123316770012937374547,134851.86622924838
101135033363139067389828698436653266246,134054.5398285333
141374361982310778378841790263765631649,126589.74851200644
51501364974414551550325981205185510805,125729.64552867279
333098681727869732356509759583146783243,132885.75140227107
80234378433697420595695125518109986563,129277.609338862
297673004618655036199009294723374585563,138130.69652718687
204724813217968425232608712280389418541,134050.33965460613
164732854026285442006125485235942552321,131052.50450564713
65445352835611637166375000661944038142,124260.14687742341
125195180397772507627695240202467616668,119710.75879682918
281257928188831742236443910034481673827,130091.33391787384
72760201997291128414816024649253969344,152813.76055110662
144585264635919229685952729581604945954,131043.90379201456
109409243019479710215976616629206450313,130986.44368481584
66976033741316305775253961608283832449,122341.10637813159
115854473798371071480763488769637364279,141996.60494876318
232720943751601322133996644526033346639,135105.98199067696
323041358526122545640238179512661294945,127146.63424012499
189571065590119531459030372972988857152,140930.0695530297
278830396664534453595290082331423099313,127033.9266893439
300984310880819626428136259167264912275,135311.70371444925
173248095429072161014036748849902411499,138685.5414469322
129039911398138055955082870056864208585,131941.891041262
146454092270544064133929926301811629242,131880.68253976217
129592620248405902350506193046355842071,123918.01938915308
55178716338064917038254616840335174957,126637.2635814632
188552232778524889431723723986535909404,121779.2465449924
68738777473678077230673408625002210423,136440.03428803268
143650065470937114392016771268791037586,128202.32107649866
217143375116427375702730221309107403659,127926.20078113889
285857547045199800914494123990612675859,125535.66067526193
135307513104369620859454296925004799348,130569.53660103092
2903351729996390981740848403629759694,128751.81351818072
235485459871309587269171897031165221213,131059.3843793772
296017386177026941245492297942507209980,145223.3002598642
212929532835870383542328836465070003847,137475.93975573537
44792053188804682010358556072934285054,132302.45365651493
249680012909723910609278828815276571304,139180.31556082782
188132402142981885165263956858864369324,131651.85045132908
243258499219043077613643874357523126764,129579.67824949985
297502384825462058870825265698631506218,141476.4694662681
20484051710416552458362127419414396483,135010.80813102823
253948032676146630057917662989603693686,131047.5149753955
98200588353689152620727029014419954738,139594.48079461927
14122791477208854429014550356804400039,132917.85874970714
208598248089930680140265319653144824605,129031.69427295023
298475622302531653739931464689317637382,135996.8309262819
2588788666534418410890966725724910669,134654.2419397126
9712628666051113562075298365964280298,134633.34745876119
42967026650221222538416328816510604054,130470.34613422053
331810071519527017054662796283672827753,137821.79906308773
285315356430762147444442091168700561658,128098.00521569778
147573383959504740059941130006954501777,132074.2269331991
173651776695050274824006374512756309389,136949.81622222994
22835259108646484176565108425554436078,130051.8093930535
163335522228145786871413464789921268309,140474.93217276558
79580864837697488703994857109875663787,133505.30319801104
18093722071694246612028534734330405579,122961.34863181812
163127155367196180506199396832607404204,143459.1705208435
82699271274473815957784110120006001949,128252.43103491415
119898092235710363179284535290646251139,132131.22923841423
68120108316829053172179957063351984376,140186.95564552434
54499599180823728159929121859469171058,137379.2754190318
63151179630102261748377560506608730501,134888.66860358207
145333654310498724413243546511454058666,132885.82993378595
336202983245746974226373123199424097932,150930.86930337973
80276587309374821603900109141230287582,124566.03241476971
211510309891117464265129987388111667353,136686.6276494285
78028571701435535429546616699600331359,145117.5841143384
113813549074392740531940720784724859923,129860.68827111035
4297685766429111946834915150390189282,131151.55011650492
23624265453284569334580840870468227772,127300.62207796396
40400071986899913450748881177856040087,131683.8777813286
90589443095105813267320082593691880299,124289.45980825236
64930320159540942897278013024377003786,136785.59895845532
319957631812806416896645654922579978210,133744.43827982023
185473026310374331228749448739740100876,132603.13039046444
198280088122233304964566473128626674145,135604.50097010288
291324486703807995327553620926461671907,139606.47161679305
252398412139115738462469940945037485073,131437.81912804305
161513792123050520899783414867921277743,125857.77109493063
133941859718052376156303456844748611253,126832.17390749532
236698763821887412316107271979375660314,130614.3922125129
220897024275644074828713990540418001480,127488.81510361073
125219498777135759021804991213472079499,127841.45703581693
225236262665838913695842569911381819725,129410.36559557468
102867026959240407948863384849717666215,137649.62374279485
334671611250424983149953582105157578426,134236.14106060826
202238857962075377193838528819386294360,130706.46979372391
294826381461538815116698354410337718266,128539.06371145169
134053582412896256417478477747987287732,131187.7108553855
69566145365553240194649203258354537667,135635.54886442763
150522366131828823598206712951808461386,127824.05990355714
72250783403620887886049259732989465968,130199.35842956335
149743770509507373061143632577402033728,124190.0961683251
96337196940644833794308798210198091549,142829.76216966016
101203276212024016119653519236468639800,127626.16428846518
31248253943168014374462287394366437933,135589.7761498633
23539713890923689632095795947345883697,126480.8826965605
119322438176104956226268695372268675189,125536.6447894607
160148422500349597297641255927779145208,136620.15719927728
175024054306603048190034460949283367640,129958.96060591855
261523753462729151781825862367880716795,127458.82799487578
128976127984583243513716114394905806987,134223.54951886158
233048716786272920943060104472101528648,134649.49799560237
174511354619462076066154910610110813789,134912.46579930966
226725547755504887141429761436521674936,131404.1368790887
37652492323093015957225863667113657025,130944.45360413553
208214939247030690269364941652277831787,135146.61155169102
241049905561862937130737499035170116056,139096.1433747235
309355085650997328553497310476053555098,138094.45184476333
210728588879522143994459928496984844980,130671.48539582007
251083960652402088314844346716818748512,130711.21311320223
32588674554020939958007130552937642615,130191.5361854061
186179222591093597850855476680900540010,139641.28046170753
27856973194359145454264272031826593500,131559.28885880168
329445361760243842983634726634422777697,133515.07813982322
60285670268150123009417941193032412545,129556.98783726858
239904779609265423768652807122712092991,139479.79005358752
231650690900163478605841528958264128339,131058.81974292209
321482777312909765714981366332440515385,134428.6152741546
90621921514849077206690405468877758127,130049.71375968259
276639800720598623152441995708769505799,132618.16187102895
35599638399921433618138546235782154856,129556.98783726858
272428218641207652787244740019919302305,139641.28046170753
13827434808544997620760470011697996468,126650.39675379517
279109446575198515639225706796741027578,123178.8133893108
321479234739908702289078207762751987253,136188.64945613797
174226979497698774600206385080890750393,132547.81332450407
182865986909959534261193617972188889622,129324.412257781
172437796940895194616424248937567297033,136484.2594157825
282030584629451581278202376721710140253,129212.18801696085
82428450005224601160890646842224934962,132744.2861810081
61024120410364780648670176969791841597,125384.40763300918
96433814024280757107003356846278915942,150517.81360356126
31246285850180460465016063464660475349,135614.14105578975
245585367744756540172202614617202064353,134162.3745774977
237394978259990110809417167930788706709,134447.9812965522
334096094956643999902665108397890687915,135758.261932559
306266746511331768733272013281118295466,131944.59053509287
251860337105667763925066449012204406156,127389.31406822587
251653768642785546864541895217336209511,139761.6723798796
291620155159733413978494988074847918877,134119.63724119478
327080493597510383304380083829027279620,126164.85062883841
244422386314672151923814279993057016197,131549.74662772057
170462664291315293128991148401721771893,134530.6958088073
257989218701519970657409064642825336761,129881.58052265173
331374419574041081900320833387314971312,131225.50386286995
23073044984134910223233700611528674857,134059.47644380855
42997397897279951237916754310773533848,134793.77282997733
63298095955990174110679892898906751162,130529.57101535048
297497593148569665484188355438474127610,135973.65024472523
303445302866133442197370745635093694607,130897.26423071697
322861063233554373348361057314083231866,126421.6020022143
48527108152221097263004277032742101901,139698.297766601
75117505424078084191042295334377867157,131171.3301223371
116018537774967638136657499654347725670,131123.30436144772
135383065058255621626762415910044371310,145174.24572529638
47574077580288490919190048199821943843,136785.59895845532
6459793829982592475621262167303176441,131928.8610047682
95106860532472896539899332617165990206,137937.30626225623
28782640768709979411527357307827215206,125456.91817745201
262977950922453685910476157547202117178,139419.99203460486
174071088075748030245400208914439434569,145770.17143004257
124671737261089704157954636996271464368,151349.95028685065
269337118762467309308463785279520896705,134482.3342431232
209259198101109684380882037267825895191,126727.60995824347
139370578642362418059309898482433877864,124816.81888060216
28994136543280939635253308565413799637,130680.19406432947
293258297621810430619050641692062405291,131984.91518846972
272381528732508241840132189183229013633,153944.0174026481
307874037903053987384098599658954960403,130692.25837196462
114021850146525252940099530982196156899,137448.62908405263
85435999546019100641741099476461592814,133382.6527072267
103119620189893041936528088174707335721,143940.93332051375
314561543389180668998532834943265131600,141784.1635677083
239141765600935393217628201889053036054,133392.59329825733
76697964033457283201307050020873621097,133361.7338613569
264305253634443490177586368628574983127,127280.615946177
131551992554677248780326195041999521641,136080.16267860346
198837458199740351146789848033075668948,124101.13366128915
159709089640309121793209096188059608454,138600.5924932012
240435520661011051559441709781667984799,132136.65172851618
23716439816665350271030334842843532806,131133.43003051143
297198590332052235629209184892465938488,123888.61354989014
197440825275921787996050910581003183399,124333.65860253912
180745679040798042111497260945986779480,131533.18693390573
119990119986468488812276117215201680242,132919.55339651337
6945802264217055818092053196773826385,131943.64473528764
63104735371462773681687091469410802663,130247.5770765303
268014220097092881785502328357683444201,131724.25040002516
8201931349127617775359419030543521126,131889.44264907908
293424115049060887892633269783012383044,128894.58906901699
197527187648268149802247209693405400409,130091.33391787384
241005170925789036667791898595595904503,133150.73677950536
247539232104409163657861640451876304710,129662.36380980023
202615412439834095586482453962687156511,142189.08276144107
292921571396805845952761765719774180560,136443.85500917392
102146554643520147196799385145966778108,136532.13798595345
204594591089767708292473470732793468211,135883.4426686504
164465677939480316050438667344105947900,135480.64019139306
313502068069833992081242489791425031266,127439.94978515938
235768787164618217165155438262046263692,131724.25040002516
55482365971527415759968201272640894504,133397.19160076027
274510050161826866069319990064565352379,138669.73207403094
262354354853492426548394391999577075965,127930.33074321559
225178758495725232781682742284966795979,135299.98824730155
204835397801258708635166012232206159069,120118.34591576004
120967717512667959337579062496782760110,132919.55339651337
69384468168979227396597175419708401385,136916.23909558848
172353782416662670206836966071405640207,124710.50303120757
93664377973271838839872435717131202372,131789.87921117732
336962307751087384360720729772151938674,138233.78090126722
223211215527692183328503667521863673491,129556.98783726858
187613432585728730467042277361250283606,134512.42205927373
296796692720149849099945091958444423201,128748.06899561612
296694309736193534514080707751418764951,130331.49800067276
62668871867764030771057639508006689193,128434.7736451626
5831364671951890472547869995277254299,132823.70643905093
263520175526383534143113600685410797656,127358.32255838778
93913047554725302387672925099981219688,132077.84016620094
187792144573873345913492012481628017632,132069.62982259574
77193727270470647613941630346905657311,130798.03741044842
93244863950305285144596145833484120288,125114.98628025204
45554261791996034889771606828002084386,136174.7610231639
145627501098448461286251287367478324636,133883.1357422856
276147028044265022870578596152793055114,142899.07871360666
101810035134786842992753455846496289258,130963.36246730687
323649586881187815567646172577411910445,130435.2375205859
240863300038824173019158558840375415006,133520.7669200057
173259610703588301741742956959056249895,133505.30319801104
210905950392861096479052960836081656317,127436.0667006253
128123573544090055831088190798031307459,130596.06160032017
55331053745102355983166789843999492215,128649.9460041094
48924668154930834035890216021535860354,137387.45585404825
98224473881241589576622027216816442592,122539.19142309304
14607365457941867148801170049009692501,135000.61667405337
167709308386275857976247794371249982492,128304.40049099283
281031027492928380289843540495909878389,130920.9361278017
317149933610832227902185030471313787327,136697.23586471126
111873775427756287979226848974192301259,132983.11015752942
21732850300051998297432811644962009424,135079.408483175
179559082498078581615567026913696075672,144724.89954096117
256602505649871276722662307659510294211,131202.99761748913
22837704223911865020431001608491555752,135055.3471735035
153159405405938019793662006311248601879,143352.54122129548
68046588578452589891125601598293455313,133078.64722198792
54671517419370338496053937769382791466,133549.21655789376
90733476337379567597363786612760856032,131106.7710600445
74829755756627131841443634317001341736,132115.4574966761
113699792614803396920615618241540403401,135983.42703224224
30936748530163120286385641811335600461,132493.33544220906
286718433484587099650313690594810283594,131043.90379201456
53040905238521430480941937930371515428,140095.35140173035
227799093612016492473942204223898916300,129478.68127563767
105984803437282127547981289078723527950,124428.48378566594
136216515618315479760141515440713508817,132116.2264746582
313923828364562409583774076139412029011,131472.8739000882
256535569668688044055657155972002367305,131003.1361746092
161276830978411174065922231037346740601,126634.35924203163
193023133616328233897351538456231158090,149258.34188852218
4512377955309037570718946592053675659,132641.87349717368
241451673262290873796345276645171664574,130587.60312646635
333137917729421843565229448550132743099,127837.62420258252
1221041602141664073474928881033556208,129900.32214177489
17693043260028121027089293608575874719,127865.46107011686
233874613249501726158359004825126672717,134835.7156924072
29423918183434242527795245203965210040,133598.07871495103
123067147644698118361563184329144169322,139300.39291936636
67576390047220591927881908117280881658,137198.07805870994
336003013146988853800784692458907554574,128824.76442199673
70951099996019165330364593572305503956,135342.82167998244
151224142156186274037047186842294495829,131124.98690907893
146803890080797364411341022309509510264,137176.90718538576
25487128775669594102704570724088844680,132599.74421751473
306159349104268798007063272844916813953,122944.63645620996
233291875187806547977182734749322121862,139038.53290563793
103649543423223076863255553023531795834,127837.62420258252
270419948556221225284557703914504804773,124971.24977271649
153143792449153214053000004836545450892,134405.1575663049
230242894518258571172529839682883252730,132287.5777647168
319099264280577149828280051496192787761,124648.48021848332
146492844261498105735420560399358236019,123622.79625340976
163251387522305411570093471177086938140,123628.36345611945
25300857819109779184345067172438647882,132415.79363738294
55633187676924862681300840783529537689,134491.0856282175
49199423497082223217556870394814374486,122161.0792025779
232357932937097041210389446840660380427,130217.66543573719
179483086047331285983377132760211350903,134962.47612440572
29373031418043196892692294558664390417,130140.63626589866
107534969967686423893345820589020535183,130917.00823763195
120571815096626943750133056908936948271,131544.1768776111
7421158607189639371215373350674206761,137185.08762040225
238931719318297330950784975087797919596,136028.06807602418
202740346843306123820415199475859312431,135000.61667405337
16689349456841037733448425087673613313,142158.26438204953
148012297211569996918246033270198429904,129614.13616671145
128134122255386696428544882265409106446,136785.59895845532
167571214511516832945171208176627612712,132985.75148723333
184011296344462591085710616872611436235,130685.16961481236
169465487970916295739813846274011675806,135008.4492727151
130361622420383463631320628394717003594,131928.8610047682
331939185720524013599255400570283504929,133250.62585804853
87569485918088662283183271922738488516,137557.53199380022
230770798992268501450776463003194639732,147931.5089315523
267366593531094671806032177970423243545,123889.03052696075
199926103285675930644982006459416881508,146902.66015571886
266968967193173347503176998725646076891,130094.21515441214
167826333249432716075387587663476830642,123549.89920493592
108079317452072310552947425358187509795,127992.16377160494
9168411426075452458185969563102169587,131975.8528820126
220379336042208157890174508853219985932,129185.80704091588
85409792209302072958295631370822171481,129439.28243249141
108315930477246960256898885070132765549,136978.6935671364
138178784399745546903000249739742628317,131010.13494077219
109448753225848176241892743310724339979,129843.98768197733
48101656465622908930780775584338307218,154391.69430668847
232801260678107817119662434103089539368,131432.40996461234
112833514130234775896592581776665798909,132612.02049375317
9384820527271037871381619236739389861,137396.43517174863
315097976795297949477277736372802455645,141631.37556839566
312987999748196768585101910704287518542,132645.47650839595
283651273349744897088542597613004918027,131870.41229679866
191707011347213468997511459845389328772,135063.44619957064
106126552952767148144530241726666260248,137176.90718538576
262257703451875066796956509815234366525,138605.0866014867
255899024359694569239113092815148643067,131189.11092092944
114163801675410359107519624300502244902,132545.46359019555
301845691767161820288502742698662503795,130412.38746327469
92399079994829498252553662280447550917,129864.73204344623
158804745485988047989860050863828343572,130674.33164604806
318699126633889037088666172336291942624,144204.03215748683
297113933456367162152615096919381931216,137732.5791979707
200474866821927106545646287488808154750,125695.5859996981
223364885293845944023077962389108782322,130766.10645811794
324259604829407840034702555074969608284,124274.22799625748
304251078569827531719315443927824180532,131585.79902338225
85937733805633898752021913054308068083,132370.34853666497
108988859207308663542987611483639159746,138122.78707398294
47848824771395338822774077770152379022,128758.54512093935
262530606945227352928297373721306909095,141727.53099735684
85655886151670580390594330040409894715,130405.80199463322
298184819601131827432255644952446151139,140823.823762226
95408789758622402538585804660216291413,132003.7297132162
122922019966644222202211091240044218095,129678.18588844748
6183578569648095484412718463440995947,130238.86506314947
274289386281548429745922021350086948492,133961.00801854293
34726844729402804128730979944393175105,135086.63526195078
84586487247906666871938532911179156985,141220.93730667053
120720460409397920123702648540262031826,131995.63216361124
177428445547268755903878606004149437457,128486.82767384089
115727112823962086715150476270670577224,129555.19931233484
339528554109159399082023803339182894416,133633.1725806961
112278505536089834610003192301155278804,123936.68274711134
150655854973961180217246925576293399359,130401.72666320935
205140978981549998314456055277617950113,141921.51184945035
143222924043442198672515275261268840852,125979.52767329139
222242097176001330821166420256776320110,135820.19707708425
185476235461315152883459846018078939215,138016.83215056875
24794255420283459042556305910004824666,142846.98002196092
170386853337925700376054620257950480449,134050.33965460613
89599337796887808678188089542023955663,138848.724788162
132628385969591720084437515617436345258,136190.35167115822
209256260831814267858812755372744724120,131472.8739000882
299146289036887060771322345088475321603,150270.23202855838
92140014150081803186089534965577345234,139647.47441437183
226355025621852547584556966612186353329,131747.31063497576
111623792219171615574882803767741582070,132131.22923841423
46237632461759844965282080433067697831,129431.37817209824
61695533361580951386408461686939254088,131297.90239105196
117251161372699306098820073617300301321,126031.93910890778
162614583266159708266060544483628565702,130844.34024610024
18256075536139580588971282656211823044,138729.20809758146
62654592931377320017541022105734341203,141099.09402386972
134202830665590339886104045100211910585,148992.7161400258
21466350819012893278873017601774573473,124439.02471102642
197898324935814690760476782890500989679,133770.9137697997
218822826497051928064213202937899447261,131971.53708802053
192658336119531627258676196031085516123,130649.63566938981
223774110559714138774010498697179442824,130115.4883223611
15249136929818490067287455981620239864,135241.35873752562
130656210153993294370526814910713193064,131211.22652000992
166391612744862182994035048026354720642,132446.55620668633
280509122589601939716717203643713325254,131965.528064393
50223846429254930232117360429159322266,138483.1732132862
43925799629666704047178916587341580228,135000.61667405337
337502497904050294645895317224982883125,128717.2646074502
288295058279943284835951085101241297491,135889.01212848542
280534277282576185484996327752707755697,135138.78113749356
258119514855432888420937880472534243207,131751.2320772023
9772834812601520113189408874212276295,140270.45670796023
66220066710315663565407281725948002612,142526.48046353649
110727436952411206226008905770428374199,134618.14198187238
327459637510857203580281319398736411093,140880.08127869456
180902441541917081439197762689970056157,134219.36498516233
195646360202006788061140201502351849360,129976.21612100657
10984307821242410646630392008348020221,135091.03683722808
76885141875662922763960223233735311473,125322.98018632988
55137005805746570514574168127221219837,130382.35502549187
